HDI Rank,Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016,2017,2018
140, Vanuatu,28.8,20.6,13.7,10.9,16.2,12.1,13.9,11.5,12.2,24.5,16.1,15.2,13.5
113, Venezuela (Bolivarian Republic of),0.2,0.1,0.1,0,0,0,0,0,0,..,..,..,..
117, Viet Nam,3,3.8,4.5,3,2.5,2.6,2.8,2.5,2.4,1.7,1.5,1.2,0.7
179, Yemen,8,4.2,3.5,2,2.3,1.6,2.1,2.7,2.9,5,8.2,13.2,29
146, Zambia,15.8,57,23.1,15.2,4.9,4.6,3.8,4.3,3.8,3.8,4.8,4.2,3.7
150, Zimbabwe,3.9,7.2,2.8,6.8,6.7,6,6.7,4.8,4.3,4.4,3.5,3.6,3.5
36, Andorra,..,..,..,..,..,..,..,..,..,..,..,..,..
31, United Arab Emirates,..,..,..,..,..,..,..,..,..,..,..,..,..
8, Australia,..,..,..,..,..,..,..,..,..,..,..,..,..
18, Austria,..,..,..,..,..,..,..,..,..,..,..,..,..
14, Belgium,..,..,..,..,..,..,..,..,..,..,..,..,..
56, Bulgaria,..,..,..,..,..,..,..,..,..,..,..,..,..
16, Canada,..,..,..,..,..,..,..,..,..,..,..,..,..
2, Switzerland,..,..,..,..,..,..,..,..,..,..,..,..,..
27, Czechia,..,..,..,..,..,..,..,..,..,..,..,..,..
6, Germany,..,..,..,..,..,..,..,..,..,..,..,..,..
10, Denmark,..,..,..,..,..,..,..,..,..,..,..,..,..
25, Spain,..,..,..,..,..,..,..,..,..,..,..,..,..
29, Estonia,..,..,..,..,..,..,..,..,..,..,..,..,..
11, Finland,..,..,..,..,..,..,..,..,..,..,..,..,..
26, France,..,..,..,..,..,..,..,..,..,..,..,..,..
13, United Kingdom,..,..,..,..,..,..,..,..,..,..,..,..,..
32, Greece,..,..,..,..,..,..,..,..,..,..,..,..,..
40, Hungary,..,..,..,..,..,..,..,..,..,..,..,..,..
2, Ireland,..,..,..,..,..,..,..,..,..,..,..,..,..
4, Iceland,..,..,..,..,..,..,..,..,..,..,..,..,..
29, Italy,..,..,..,..,..,..,..,..,..,..,..,..,..
19, Japan,..,..,..,..,..,..,..,..,..,..,..,..,..
19, Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..
