HDI Rank,Country,1990,1995,2000,2005,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
130, Namibia,0.48,0.4,0.24,0.25,0.61,0.64,0.61,0.53,0.65,0.41,0.62,0.38,0.4,0.41
.., Nauru,..,..,..,..,0.45,1.86,8.64,10.85,11.33,12.01,11.73,9.44,5.27,..
142, Nepal,..,1.29,2.03,14.9,21.65,22.3,25.42,28.97,29.44,31.43,31.21,27.51,28.43,26.53
8, Netherlands,0.22,0.15,0.1,0.18,0.2,0.2,0.2,0.18,0.17,0.3,0.28,0.27,0.27,0.26
14, New Zealand,1.68,2.58,0.41,0.31,0.25,0.27,0.26,0.24,0.23,0.24,0.22,0.23,0.22,0.21
128, Nicaragua,..,1.81,6.27,9.74,9.42,9.35,9.65,9.85,9.6,9.39,9.54,10.12,11.52,13.21
189, Niger,0.39,0.33,0.65,1.52,1.73,1.91,1.62,1.44,2.03,1.77,1.72,2.37,2.31,2.48
161, Nigeria,0.02,0.57,2,8.31,5.43,5.02,4.47,4.04,3.69,4.17,4.87,5.87,6.11,5.31
82, North Macedonia,..,..,2.15,3.62,4.12,4.14,4.04,3.48,3.23,3.05,2.73,2.78,2.73,2.5
1, Norway,0.13,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.15,0.15,0.15
60, Oman,0.33,0.28,0.2,0.13,0.07,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.05
154, Pakistan,5.01,2.82,1.31,3.56,5.47,5.74,6.24,6.33,7.06,7.14,7.11,6.5,6.74,8.02
50, Palau,..,..,..,0.8,0.92,1.02,1.12,1.06,0.91,0.81,0.79,0.76,0.77,..
115," Palestine, State of",..,17.73,20.02,7.83,10.4,10.91,15.4,12.01,14.19,14.41,15.61,14.78,16.98,..
57, Panama,1.71,1.17,0.13,0.79,1.39,1.06,1.02,1.01,1.51,1.02,0.87,0.86,0.83,0.87
155, Papua New Guinea,0.17,0.34,0.2,0.14,0.03,0.07,0.07,0.07,0.04,0.02,0.01,0.02,0.02,0.01
103, Paraguay,0.58,1.49,1.71,1.5,1.51,1.6,1.91,1.61,1.26,1.53,1.82,1.8,1.69,1.74
79, Peru,0.33,1.12,1.39,1.89,1.72,1.57,1.45,1.35,1.31,1.44,1.5,1.45,1.45,1.47
107, Philippines,3.31,7.23,8.28,12.78,10.35,9.84,9.4,9.41,9.64,9.72,9.77,9.99,9.75,9.33
35, Poland,..,0.51,0.87,2.11,1.61,1.47,1.41,1.42,1.37,1.43,1.43,1.32,1.21,1.1
38, Portugal,5.69,3.35,0.22,0.2,0.22,0.22,0.21,0.2,0.19,0.18,0.21,0.22,0.23,0.23
45, Qatar,..,..,..,..,..,0.34,0.43,0.29,0.24,0.27,0.25,0.4,0.24,0.31
49, Romania,..,0.02,0.26,0.97,0.39,0.38,0.43,2.52,2.55,3.03,3.15,3.1,2.89,3.08
52, Russian Federation,..,0.04,0.19,0.45,0.34,0.3,0.26,0.29,0.38,0.51,0.52,0.52,0.56,0.61
160, Rwanda,0.1,1.63,0.38,..,1.73,2.52,2.37,2.17,2.22,1.85,1.98,2.33,2.71,2.57
74, Saint Kitts and Nevis,8.88,5.91,5.6,5.24,6.19,5.46,6.38,6.14,2.37,2.63,2.32,2.49,2.56,2.46
86, Saint Lucia,2.78,2.78,2.56,2.38,1.95,1.87,1.86,1.81,2.01,2.24,2.06,2.1,2.08,2.02
97, Saint Vincent and the Grenadines,6.5,4.91,4.87,4.07,4.26,4.32,4.49,4.38,6,5.53,5.8,5.77,5.76,5.67
111, Samoa,34.19,18.02,16.73,17.53,20.89,21.64,20.48,20.89,18.3,16.54,16.2,16.29,17.96,17.25
135, Sao Tome and Principe,..,..,..,1.1,3.22,2.95,2.52,8.77,7.69,6.28,5.19,4.85,4.21,2.37
40, Saudi Arabia,..,..,..,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.04
168, Senegal,1.96,2.36,3.95,7.16,9.11,9.03,8.84,9.37,9.76,9.89,10.4,10.23,10.45,10.7
64, Serbia,..,..,..,..,9.85,8.04,8.19,8.32,7.85,8.51,7.89,8.14,8.79,8.24
67, Seychelles,2.04,0.1,0.51,1.32,1.79,2.37,1.67,0.97,1.12,1.34,1.55,1.42,1.43,1.39
182, Sierra Leone,0,2.72,1.12,0.15,1.72,2,1.7,1.42,1.25,1.14,1.27,1.29,1.52,1.57
39, Slovakia,..,0.1,0.06,1.93,1.76,1.77,2.04,2.1,2.37,2.42,2.37,2.27,2,1.89
22, Slovenia,..,1.26,1,0.72,0.34,0.41,0.54,0.65,0.75,0.93,1.01,1.02,1.13,1.06
151, Solomon Islands,..,..,0.99,1.73,2.1,1.81,1.95,1.83,1.39,1.61,1.65,1.23,1.39,1.36
114, South Africa,0.12,0.05,0.24,0.24,0.28,0.28,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.25
185, South Sudan,..,..,..,..,..,..,..,..,0.01,9.49,..,..,..,..
25, Spain,0.41,0.45,0.11,0.1,0.11,0.12,0.16,0.22,0.23,0.22,0.21,0.23,0.24,0.23
72, Sri Lanka,4.99,6.15,7.07,8.1,7.27,7.89,8.77,8.64,8.87,8.68,8.81,8.22,7.96,8.03
170, Sudan,0.5,2.5,5.23,2.65,2.36,1.42,1.13,1.07,0.78,0.2,0.3,0.47,1.63,2.25
97, Suriname,0.13,0.04,0.13,0.22,0.1,0.09,0.16,0.14,0.17,0.14,0.05,0.02,0.01,0.01
7, Sweden,0.06,0.1,0.17,0.46,0.82,0.76,0.78,0.78,0.78,0.67,0.56,0.55,0.55,0.6
2, Switzerland,0.36,0.43,0.37,0.42,0.43,0.37,0.36,0.35,0.34,0.37,0.38,0.38,0.36,0.36
151, Syrian Arab Republic,3.13,2.98,0.93,2.85,..,..,..,..,..,..,..,..,..,..
125, Tajikistan,..,..,..,24.41,35.81,41.74,42.22,43.77,37.14,28.76,26.86,31.25,29.02,28.61
163, Tanzania (United Republic of),..,0.02,0.06,0.1,1.07,1.18,0.98,0.84,0.78,0.82,0.81,0.76,0.71,0.69
79, Thailand,1.14,1,1.34,0.63,1.3,1.42,1.42,1.57,1.6,1.47,1.52,1.47,1.47,1.3
141, Timor-Leste,..,..,..,..,15.55,12.98,10.44,2.41,3.02,3.86,4.84,5.41,6.14,6
167, Togo,1.65,1.15,2.3,8.44,9.82,6.31,8.9,9.2,9.35,8.7,8.18,8.37,8.42,8.4
104, Tonga,21.1,..,..,26.3,20.04,19.94,19.32,27.22,26.87,34.42,31.47,36.85,40.7,..
67, Trinidad and Tobago,0.07,0.57,0.47,0.58,0.41,0.64,0.54,0.53,0.52,0.62,0.65,0.6,0.58,0.58
95, Tunisia,4.48,3.77,3.71,4.32,4.68,4.38,5.03,4.95,4.93,4.57,4.36,4.75,4.78,4.9
54, Turkey,2.15,1.96,1.67,0.27,0.24,0.23,0.21,0.2,0.19,0.16,0.14,0.12,0.14,0.11
111, Turkmenistan,..,..,..,..,0.16,0.12,0.11,0.1,0.07,0.04,0.03,0.01,0.01,..
.., Tuvalu,..,..,..,22.58,12.32,11.84,10.18,10.82,10.88,11.43,11.1,9.99,9.53,8.58
159, Uganda,..,..,3.85,3.57,2.91,2.95,3.37,3.28,2.74,2.81,3.96,3.79,4.08,4.14
74, Ukraine,..,..,1.34,2.8,4.8,4.79,4.81,5.27,5.51,9.31,10.15,10.81,11.22,10.35
13, United Kingdom,0.19,0.1,0.31,0.24,0.2,0.19,0.18,0.17,0.16,0.17,0.17,0.16,0.15,0.15
17, United States,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03
55, Uruguay,..,..,..,0.44,0.31,0.27,0.18,0.16,0.16,0.16,0.16,0.17,0.17,0.18
106, Uzbekistan,..,..,..,..,6.12,7.57,8.95,9.7,8.89,5.92,7.09,12.05,15.1,14.75
140, Vanuatu,5.18,2.62,4.96,1.29,1.68,2.75,2.82,2.96,7.86,13.71,10.01,2.98,3.89,3.84
113, Venezuela (Bolivarian Republic of),0,0,0.01,0.1,0.04,0.04,0.03,0.03,0.03,..,..,..,..,..
117, Viet Nam,..,..,4.3,5.47,7.13,6.34,6.42,6.42,6.45,6.73,6.82,6.7,6.53,6.49
179, Yemen,26.53,25.37,13.34,7.66,4.94,4.29,9.47,8.27,7.75,9.06,13.43,15.35,13.67,..
146, Zambia,..,..,..,0.64,0.21,0.2,0.29,0.19,0.21,0.22,0.18,0.36,0.4,0.55
150, Zimbabwe,0.01,..,..,..,11.74,13.61,12.35,9.9,9.77,10.25,9.03,7.85,7.12,8.07
36, Andorra,..,..,..,..,..,..,..,..,..,..,..,..,..,..
31, United Arab Emirates,..,..,..,..,..,..,..,..,..,..,..,..,..,..
42, Bahrain,..,..,..,..,..,..,..,..,..,..,..,..,..,..
58, Bahamas,..,..,..,..,..,..,..,..,..,..,..,..,..,..
47, Brunei Darussalam,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70, Cuba,..,..,..,..,..,..,..,..,..,..,..,..,..,..
19, Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..,..
11, Singapore,..,..,..,..,..,..,..,..,..,..,..,..,..,..
187, Chad,..,..,..,..,..,..,..,..,..,..,..,..,..,..
